0keO,jUxIx8GIHaA,"[21, 23, 24, 73, 554, 786, 1572]",
gHeO,-6oGcpSRQ60,"[5, 144, 190]",
XieO,tXKte9JyY3s,"[0, 5, 139]",
zWeO,tZvYBtodRW0,"[6, 8]",
nYeO,Fp1kLFTR4FQ,[14],"[{'text': 'my life is born for you someone money', 'start': 82.57, 'duration': 6.88}, {'text': 'par-cook a ball on the spoon 3.5', 'start': 86.21, 'duration': 6.14}, {'text': 'certified', 'start': 89.45, 'duration': 2.9}, {'text': ""one fiber than electrical guy is you're"", 'start': 93.549, 'duration': 5.881}, {'text': 'making this one up', 'start': 96.53, 'duration': 2.9}]"
NNeO,L-rkWCVmnq0,"[2, 7, 2006]","[{'text': 'all right with the shifter installed and', 'start': 0.0, 'duration': 4.77}, {'text': 'the cable ran everything connected under', 'start': 2.73, 'duration': 5.539}, {'text': ""the car I don't really see any large"", 'start': 4.77, 'duration': 6.72}, {'text': 'issues under the car as far as clearing', 'start': 8.269, 'duration': 4.861}, {'text': 'the headers or anything like that so', 'start': 11.49, 'duration': 3.599}, {'text': ""considering that pretty well done I'm"", 'start': 13.13, 'duration': 5.05}, {'text': 'come inside the car now to kind of point', 'start': 15.089, 'duration': 4.231}, {'text': 'out a few things on the shifter here', 'start': 18.18, 'duration': 5.099}, {'text': ""I'll quickly run through it's all"", 'start': 19.32, 'duration': 5.94}, {'text': 'totally gated you got to shove it over a', 'start': 23.279, 'duration': 4.941}, {'text': 'little bit out of park come back into', 'start': 25.26, 'duration': 6.709}, {'text': ""reverse pretty much let go now there's a"", 'start': 28.22, 'duration': 6.429}, {'text': ""pin right here that keeps you that's the"", 'start': 31.969, 'duration': 4.241}, {'text': 'positive lock that keeps you from going', 'start': 34.649, 'duration': 6.541}, {'text': ""into reverse but it's it's beveled so"", 'start': 36.21, 'duration': 6.3}, {'text': 'you can bring it out of reverse into', 'start': 41.19, 'duration': 7.2}, {'text': 'neutral and then 2/3 second on down to', 'start': 42.51, 'duration': 10.17}, {'text': 'first second third neutral then she', 'start': 48.39, 'duration': 6.66}, {'text': 'stopped dead so then to go in reverse', 'start': 52.68, 'duration': 4.859}, {'text': 'you got to raise the whole lever here', 'start': 55.05, 'duration': 4.68}, {'text': 'and you can put it all up in the park I', 'start': 57.539, 'duration': 4.621}, {'text': ""hope I didn't hope it didn't miss any of"", 'start': 59.73, 'duration': 4.679}, {'text': 'that no big deal again just shove it', 'start': 62.16, 'duration': 5.48}, {'text': ""over to the driver's side pull it back"", 'start': 64.409, 'duration': 7.411}, {'text': 'let it relax reverse and you pull it', 'start': 67.64, 'duration': 9.93}, {'text': ""back a little bit and you're in neutral"", 'start': 71.82, 'duration': 5.75}, {'text': 'second third so your first hit a gate', 'start': 77.869, 'duration': 9.271}, {'text': 'second', 'start': 84.18, 'duration': 2.96}, {'text': ""hit a gate you're in third now your new"", 'start': 88.95, 'duration': 6.21}, {'text': 'girl she stops so you got to raise the', 'start': 91.86, 'duration': 8.81}, {'text': 'whole thing up reverse up over', 'start': 95.16, 'duration': 5.51}, {'text': ""looks complicated but it's not again"", 'start': 113.88, 'duration': 5.65}, {'text': 'this says a large large I should say', 'start': 116.59, 'duration': 4.89}, {'text': 'large has a really tight kink in the', 'start': 119.53, 'duration': 4.44}, {'text': 'cable down below really making things', 'start': 121.48, 'duration': 5.1}, {'text': 'tight to to run but this thing is little', 'start': 123.97, 'duration': 5.64}, {'text': 'drag very little drag so far so good I', 'start': 126.58, 'duration': 4.2}, {'text': ""like the way it looks i'ma get the cover"", 'start': 129.61, 'duration': 2.91}, {'text': 'for it here should be in a maybe', 'start': 130.78, 'duration': 5.69}, {'text': ""tomorrow we'll continue from there"", 'start': 132.52, 'duration': 3.95}]"
LfeO,9OK8p7yd2rc,"[2, 17, 30, 55, 143, 340]",
BseO,qy_l2994Vbk,"[10, 97, 351]",
nxeO,VFwtoeQ5cro,[1188],
7BeO,RZdd4AJuVyw,"[6, 8]",
PkeO,KHwmfAKX5Dc,"[21, 23, 24, 115]",
lOeO,KHIulLKdCaA,"[21, 23, 24, 758, 3393]",
eNeO,UmBiTutkEZk,"[62, 411]",
CCeO,_b8YqloLqUs,"[2, 7, 48]",
O0eO,_mVcIPuY-u8,"[3, 4, 6, 10, 13]",
o0eO,WO63z_FdUpk,"[6, 8, 71]",
SyeO,U2AYvJHQy6A,"[0, 1, 36, 185]",
xWeO,UBFM1kqWrBg,"[155, 264, 2265, 2422, 3033]",
EDeO,UE2zmyEttUk,[14],
creO,wOaS21lsPog,"[3, 4, 10, 13]",
NFeO,wYFcqkl-RFs,[304],
QyeO,0XSZoGQxlKM,"[0, 12]",
vdeO,r0GUZe0mGAY,"[0, 1, 268, 665, 1976]","[{'text': 'hello we are mizutamari animal lab at', 'start': 7.849, 'duration': 8.381}, {'text': 'batman arkham origins 11 million DC', 'start': 12.78, 'duration': 4.77}, {'text': 'comic Warner brother', 'start': 16.23, 'duration': 5.43}, {'text': 'Oh studious less damage the van', 'start': 17.55, 'duration': 8.0}, {'text': 'no tardiness a lab at Batman gentleman', 'start': 21.66, 'duration': 6.9}, {'text': 'study best and Madeleine slash damage', 'start': 25.55, 'duration': 5.08}, {'text': 'splash damage our arrow show was', 'start': 28.56, 'duration': 4.49}, {'text': 'Valletta middle of the zoomin lava', 'start': 30.63, 'duration': 7.499}, {'text': 'terracotta lab led gentleman that lovely', 'start': 33.05, 'duration': 7.72}, {'text': 'was multiplayer will call table and', 'start': 38.129, 'duration': 5.401}, {'text': 'Macallan high for a splint philosophia', 'start': 40.77, 'duration': 6.21}, {'text': 'up Batman Arkham City Oh Batman Arkham', 'start': 43.53, 'duration': 7.32}, {'text': 'Asylum a1 model of Terrace Batman Arkham', 'start': 46.98, 'duration': 8.25}, {'text': ""the highest certainly I'm a solid the"", 'start': 50.85, 'duration': 6.06}, {'text': ""chief wanna get down come I'm gonna end"", 'start': 55.23, 'duration': 4.62}, {'text': 'at all online multiplayer south of', 'start': 56.91, 'duration': 5.37}, {'text': 'Peralta goodness name lasting little AB', 'start': 59.85, 'duration': 5.85}, {'text': 'and Michael Joker Oh pain oh well upon', 'start': 62.28, 'duration': 4.32}, {'text': 'monopoly', 'start': 65.7, 'duration': 5.93}, {'text': 'Edna Batman right now Robin top man in', 'start': 66.6, 'duration': 9.05}, {'text': 'told the meerkats 305 David Furnish', 'start': 71.63, 'duration': 5.86}, {'text': 'career-high shade hello', 'start': 75.65, 'duration': 3.399}, {'text': 'the games come right when the first time', 'start': 77.49, 'duration': 3.78}, {'text': 'in lava lava when Jennifer will not', 'start': 79.049, 'duration': 3.031}, {'text': 'click on gameplay', 'start': 81.27, 'duration': 3.959}, {'text': 'Mandela lava in shower for Iran', 'start': 82.08, 'duration': 5.01}, {'text': 'Commission empowering in leather and', 'start': 85.229, 'duration': 4.53}, {'text': ""never Batman I've come good and harsh on"", 'start': 87.09, 'duration': 5.22}, {'text': 'Salem 11 well as to top it kind of', 'start': 89.759, 'duration': 4.561}, {'text': 'patrolling there are one half as fee', 'start': 92.31, 'duration': 4.019}, {'text': 'lava time in water further and show a', 'start': 94.32, 'duration': 4.17}, {'text': 'raccoon another out of Iran Alan and', 'start': 96.329, 'duration': 4.201}, {'text': 'Hungary we are average Italian instead', 'start': 98.49, 'duration': 3.75}, {'text': 'of a little Hollywood hams in there', 'start': 100.53, 'duration': 5.85}, {'text': 'Batman Arkham origins multi-bear would', 'start': 102.24, 'duration': 8.33}, {'text': ""have Scylla cover math I'm sure"", 'start': 106.38, 'duration': 4.19}, {'text': 'shut up', 'start': 125.109, 'duration': 3.031}]"
LDeO,r5KK-GuOT9M,"[3, 4]",
wBeO,,[25],
KXeO,rDOQr2PYSOA,"[3, 13]",
raeO,em8xUVIezsk,"[4, 13, 54, 168, 330]",
keeO,eqKkC1vNkYU,[1226],
8DeO,f4krnFUqDiw,[12],
zMeO,_viQ5nCDQvM,"[2, 45]",
CmeO,mTLy5Fnwujk,"[2, 30, 196]",
LAeO,mXDeaks2XwE,[8],
jQeO,MkQW6ymsa_Y,"[2, 7, 17, 48, 1381]",
FieO,Mligq4W9iuM,"[11, 20, 22, 29, 32, 221, 368, 564, 969]",
vZeO,Bgvm5zNDCFE,[228],
4WeO,7XMj6ndMmqc,"[49, 80]","[{'text': 'life-drawing is an integral part of', 'start': 0.76, 'duration': 4.269}, {'text': 'learning how to draw a learning how to', 'start': 3.23, 'duration': 4.409}, {'text': 'see one of the reasons we do the nude', 'start': 5.029, 'duration': 5.161}, {'text': 'model is because we have to understand', 'start': 7.639, 'duration': 5.101}, {'text': ""what's going on beneath we we try to go"", 'start': 10.19, 'duration': 4.26}, {'text': 'after the body in a structural kind of', 'start': 12.74, 'duration': 3.99}, {'text': 'way not in a cosmetic way we start off', 'start': 14.45, 'duration': 4.65}, {'text': 'this class drawing the skeleton and then', 'start': 16.73, 'duration': 3.93}, {'text': 'going into the muscle and skeletal', 'start': 19.1, 'duration': 4.5}, {'text': 'studies and then also drawing from from', 'start': 20.66, 'duration': 4.5}, {'text': ""the figure and later on we'll be working"", 'start': 23.6, 'duration': 4.14}, {'text': ""of course with clothed models it's part"", 'start': 25.16, 'duration': 4.53}, {'text': 'of our foundations program for a student', 'start': 27.74, 'duration': 4.769}, {'text': ""to get an associate's degree they need"", 'start': 29.69, 'duration': 4.23}, {'text': 'to have the figure they need to be able', 'start': 32.509, 'duration': 3.39}, {'text': 'to draw the human form this particular', 'start': 33.92, 'duration': 4.159}, {'text': 'drawing class I really like studying', 'start': 35.899, 'duration': 4.921}, {'text': 'human figure because you need to draw it', 'start': 38.079, 'duration': 4.33}, {'text': 'all the time and because it helps you', 'start': 40.82, 'duration': 3.839}, {'text': ""see other objects it's pretty"", 'start': 42.409, 'duration': 4.141}, {'text': 'interesting find out a lot about the', 'start': 44.659, 'duration': 4.41}, {'text': ""human body that you didn't know or you"", 'start': 46.55, 'duration': 3.84}, {'text': ""couldn't recognize if you don't know how"", 'start': 49.069, 'duration': 3.301}, {'text': 'to see it correctly and in order to draw', 'start': 50.39, 'duration': 5.399}, {'text': ""it it's really fun it's really fun it's"", 'start': 52.37, 'duration': 5.309}, {'text': 'a really good way to understand the body', 'start': 55.789, 'duration': 5.671}, {'text': 'and understand not just the skin and', 'start': 57.679, 'duration': 5.671}, {'text': 'everything but the muscles and the', 'start': 61.46, 'duration': 4.35}, {'text': ""skeleton too it's very labor intensive"", 'start': 63.35, 'duration': 4.949}, {'text': ""but it's definitely worth it like you"", 'start': 65.81, 'duration': 3.989}, {'text': 'can see yourself progressing every day', 'start': 68.299, 'duration': 3.6}, {'text': 'to getting better and better we have a', 'start': 69.799, 'duration': 4.291}, {'text': 'different type of mix of people who come', 'start': 71.899, 'duration': 5.04}, {'text': 'to this program some people have some', 'start': 74.09, 'duration': 5.4}, {'text': ""experience many people don't but the"", 'start': 76.939, 'duration': 4.621}, {'text': ""community can come here you don't have"", 'start': 79.49, 'duration': 4.68}, {'text': 'to be an art student to come here so you', 'start': 81.56, 'duration': 5.129}, {'text': 'can pick up on skills one of the biggest', 'start': 84.17, 'duration': 5.25}, {'text': 'problems I see with some of the artists', 'start': 86.689, 'duration': 4.68}, {'text': ""who come is that they're so used to"", 'start': 89.42, 'duration': 3.96}, {'text': 'drawing the figure incorrectly that they', 'start': 91.369, 'duration': 4.231}, {'text': 'it looks right to them a class where you', 'start': 93.38, 'duration': 4.019}, {'text': 'have many good students and and', 'start': 95.6, 'duration': 6.089}, {'text': 'instructors helping you out can really', 'start': 97.399, 'duration': 5.911}, {'text': 'help you see things differently we have', 'start': 101.689, 'duration': 4.32}, {'text': 'some just great people modeling for us', 'start': 103.31, 'duration': 5.549}, {'text': ""so it's a very comfortable culture to"", 'start': 106.009, 'duration': 5.4}, {'text': 'draw in academic but professional and', 'start': 108.859, 'duration': 4.76}, {'text': 'fun', 'start': 111.409, 'duration': 2.21}, {'text': 'you', 'start': 121.56, 'duration': 3.79}, {'text': 'you', 'start': 123.29, 'duration': 2.06}]"
jaeO,7aYV4hOT4h8,"[2, 44, 46, 107, 109, 114, 145, 1603]",
XaeO,7fkvAGkVoNc,"[0, 12]",
KkeO,RKj5cVgVmHc,"[0, 139]",
XEeO,RLRX2ndHXuY,"[2, 7, 179, 667, 750, 1550]",
pMeO,RRUCaWOqO7Q,[227],
KqeO,xJkLOVnET2k,[308],
WueO,xJ2wM1e0IIg,"[136, 141, 175, 396, 1333]",
dHeO,YwP8GPSGKww,"[0, 12, 689]",
GveO,yBkg1LnFQsk,"[0, 1, 27]",
gBeO,yCMBuLxJgzc,"[127, 251, 277, 400, 641]","[{'text': ""Hi everybody! I'm Vanessa from craftygemini.com"", 'start': 0.0, 'duration': 3.26}, {'text': ""and in this video I'm going to show you how to"", 'start': 3.26, 'duration': 1.58}, {'text': 'finish this bench with a distressed look.', 'start': 4.84, 'duration': 3.08}, {'text': '{Intro video & music}', 'start': 7.92, 'duration': 14.42}, {'text': ""To begin let's sand down the wood to round off the edges"", 'start': 22.56, 'duration': 2.76}, {'text': ""and make it look a little aged so it's not so new. "", 'start': 25.46, 'duration': 3.86}, {'text': '{Music & fast forward clip}', 'start': 29.554, 'duration': 5.06}, {'text': 'After sanding wipe it down with a moist cloth', 'start': 34.92, 'duration': 3.08}, {'text': 'to wipe off any excess dust.', 'start': 38.0, 'duration': 2.66}, {'text': ""Now let's distress the bench a little more."", 'start': 40.66, 'duration': 2.44}, {'text': 'In a rag I dump out a bunch of nails and screws.', 'start': 43.26, 'duration': 4.78}, {'text': 'And hold it like this.', 'start': 48.54, 'duration': 1.56}, {'text': ""And now we'll hit the bench with it. "", 'start': 50.34, 'duration': 2.0}, {'text': '{music & fast forward clip}', 'start': 52.74, 'duration': 5.86}, {'text': 'I also dent it up with a small hammer. ', 'start': 58.6, 'duration': 8.38}, {'text': 'After doing some damage to the bench', 'start': 67.694, 'duration': 2.0}, {'text': ""let's start with one coat of primer."", 'start': 69.86, 'duration': 3.08}, {'text': ""I'm using the Harmony wall primer by Sherwin-Williams. "", 'start': 72.94, 'duration': 2.6}, {'text': 'And take your brush and paint it on all around.', 'start': 76.46, 'duration': 2.48}, {'text': '{music & fast forward clip}', 'start': 79.34, 'duration': 4.42}, {'text': ""Now let's get to the paint. "", 'start': 83.76, 'duration': 1.734}, {'text': 'Since we want a rustic finish', 'start': 85.72, 'duration': 1.62}, {'text': 'I like to use two different colored paints.', 'start': 87.34, 'duration': 3.0}, {'text': 'And that they be very different from one another. ', 'start': 90.34, 'duration': 1.793}, {'text': 'Here I have a white color called A La Mode- #7116', 'start': 92.273, 'duration': 4.66}, {'text': 'And the other color is bright orange color called Obstinate Orange- #6884', 'start': 97.04, 'duration': 7.3}, {'text': ""First we start with the white and when it dries we'll do two coats with the orange. "", 'start': 104.517, 'duration': 4.78}, {'text': '{music & fast forward clip}', 'start': 110.28, 'duration': 39.88}, {'text': 'Now to finish off the project and give it that distressed look', 'start': 150.3, 'duration': 3.22}, {'text': ""I'm going to use a hand sander. But you can also use a sandpaper sponge."", 'start': 153.66, 'duration': 3.48}, {'text': 'I like to use a 120 grit sandpaper for this. ', 'start': 157.34, 'duration': 2.92}, {'text': ""And we'll sand off some of the orange paint to reveal the white paint that is underneath. "", 'start': 160.52, 'duration': 5.32}, {'text': 'I also like to sand in the areas where I dented the bench. ', 'start': 166.08, 'duration': 2.34}, {'text': ""That helps to age the project and adds to the distressed look I'm going for. "", 'start': 168.42, 'duration': 5.18}, {'text': '{music & fast forward clip}', 'start': 174.34, 'duration': 22.4}, {'text': 'Here we have the finished bench with a rustic distressed look.', 'start': 197.06, 'duration': 2.48}, {'text': 'That I created using the technique I just showed you. ', 'start': 199.84, 'duration': 2.0}, {'text': ""It really doesn't matter what paint colors you use"", 'start': 202.0, 'duration': 2.54}, {'text': 'but I recommend that you choose two colors that are very different so you get that contrast in color', 'start': 204.7, 'duration': 3.76}, {'text': 'when you go to sand the profile of the project to distress it', 'start': 208.46, 'duration': 5.66}, {'text': 'that you expose that contrast in color between the top coat of paint and the lower layer. ', 'start': 214.34, 'duration': 3.94}, {'text': ""Well, that's it! I think it turned out really pretty"", 'start': 218.7, 'duration': 2.66}, {'text': ""and I hope you enjoyed this tutorial. And that you'll give it a try at home. "", 'start': 221.36, 'duration': 3.24}, {'text': ""Thanks for watching this video and I'll see you later! Bye!"", 'start': 224.6, 'duration': 3.04}]"
coeO,,[62],
RIeO,ltz8NkOH5TA,"[0, 12]",
87eO,V2tpnI5Tlas,"[0, 12]",
lEeO,V3AH3eC2z9I,"[414, 954]",
CleO,VACOEHzyutU,[210],
yieO,N5N347ebNds,"[68, 72, 98]",
qoeO,O3Qgqx-PSLo,[14],
gWeO,O6rUxsa302Q,[484],
iPeO,WeEz3VZfT_0,"[40, 275, 584]",
oxeO,,"[0, 26, 130]",
wseO,WkrxKmNbITg,"[39, 1248]","[{'text': 'july august and these products are', 'start': 1.96, 'duration': 5.01}, {'text': ""basically what i've been loving the"", 'start': 5.14, 'duration': 4.409}, {'text': ""whole month now let's get side so the"", 'start': 6.97, 'duration': 4.2}, {'text': 'first product they have absolutely been', 'start': 9.549, 'duration': 4.741}, {'text': 'loving and i finished it is my super', 'start': 11.17, 'duration': 6.96}, {'text': ""liner lore'l one and it has the tip"", 'start': 14.29, 'duration': 5.73}, {'text': ""that's like that it's a bit of a fail"", 'start': 18.13, 'duration': 3.6}, {'text': ""tip and I thought I wouldn't be able to"", 'start': 20.02, 'duration': 4.469}, {'text': 'use this but this is really good for a', 'start': 21.73, 'duration': 5.189}, {'text': 'first time user who started using then', 'start': 24.489, 'duration': 4.651}, {'text': ""air tips so if you're looking for a good"", 'start': 26.919, 'duration': 4.381}, {'text': 'eye liner as a good tip then definitely', 'start': 29.14, 'duration': 5.43}, {'text': ""check this out is the L'Oreal 1x product"", 'start': 31.3, 'duration': 8.04}, {'text': ""is this mua lipstick I've showed this in"", 'start': 34.57, 'duration': 6.93}, {'text': ""lots of my videos if you're looking for"", 'start': 39.34, 'duration': 6.839}, {'text': 'a nude for a NC 37 to NC 40 then', 'start': 41.5, 'duration': 7.079}, {'text': 'definitely this is your shade this is in', 'start': 46.179, 'duration': 6.75}, {'text': ""shade 11 and it's like that it's a bit"", 'start': 48.579, 'duration': 7.83}, {'text': ""stiff and I'll shut it for you this is"", 'start': 52.929, 'duration': 5.4}, {'text': 'actually a new lipstick because I finish', 'start': 56.409, 'duration': 4.321}, {'text': 'the other one and I tend to wear if I do', 'start': 58.329, 'duration': 6.541}, {'text': 'decide to with a lipstick outside just', 'start': 60.73, 'duration': 5.999}, {'text': ""to moisturize my lips I'll use this"", 'start': 64.87, 'duration': 4.41}, {'text': 'because this is exactly the same colors', 'start': 66.729, 'duration': 8.1}, {'text': 'my lips the next product is my favorite', 'start': 69.28, 'duration': 7.409}, {'text': ""like a love this if you're looking for a"", 'start': 74.829, 'duration': 4.351}, {'text': 'cheap face wash then check out the', 'start': 76.689, 'duration': 4.86}, {'text': 'cleaning clear morning energy not any', 'start': 79.18, 'duration': 3.689}, {'text': ""other one because I don't like any of"", 'start': 81.549, 'duration': 3.39}, {'text': 'the other products I definitely love', 'start': 82.869, 'duration': 4.561}, {'text': 'this one mainly because of the smell it', 'start': 84.939, 'duration': 7.651}, {'text': 'smells like oranges and it just smells', 'start': 87.43, 'duration': 6.509}, {'text': 'nice like putting perfume on your', 'start': 92.59, 'duration': 3.36}, {'text': 'Freddie its oil free if you have an', 'start': 93.939, 'duration': 4.14}, {'text': 'early prom face then definitely check', 'start': 95.95, 'duration': 4.349}, {'text': ""this out and it's exfoliating beads so"", 'start': 98.079, 'duration': 4.71}, {'text': ""what else don't you want if you do buy"", 'start': 100.299, 'duration': 6.721}, {'text': 'this product and in the morning a clean', 'start': 102.789, 'duration': 6.57}, {'text': 'put this on and then exfoliate your face', 'start': 107.02, 'duration': 4.169}, {'text': 'and then splash it with cold water and', 'start': 109.359, 'duration': 5.841}, {'text': 'you will definitely wake you up thing is', 'start': 111.189, 'duration': 7.86}, {'text': ""my love and love this it's actually"", 'start': 115.2, 'duration': 5.83}, {'text': 'comparable to the lizard cleanse &', 'start': 119.049, 'duration': 3.871}, {'text': ""polish it's much more thick and creamy"", 'start': 121.03, 'duration': 5.82}, {'text': 'consistency but when the first day I', 'start': 122.92, 'duration': 7.59}, {'text': 'used it I got a spot on my I got about', 'start': 126.85, 'duration': 6.2}, {'text': ""two spots so I don't know if that's nice"", 'start': 130.51, 'duration': 4.02}, {'text': 'adjusting to the prod', 'start': 133.05, 'duration': 3.76}, {'text': ""or if that's just you know my skin does"", 'start': 134.53, 'duration': 5.28}, {'text': 'but I randomly gets both but other than', 'start': 136.81, 'duration': 4.71}, {'text': 'that when i started using every single', 'start': 139.81, 'duration': 4.56}, {'text': 'day my skin had no problems and it so', 'start': 141.52, 'duration': 4.82}, {'text': ""lovely that it's all thick creamy"", 'start': 144.37, 'duration': 3.78}, {'text': 'moisturizing if you have dry skin', 'start': 146.34, 'duration': 5.619}, {'text': 'definitely check this out and comparable', 'start': 148.15, 'duration': 5.64}, {'text': ""to the list Oakland's if it's better"", 'start': 151.959, 'duration': 4.651}, {'text': ""than that I wouldn't say it's better but"", 'start': 153.79, 'duration': 4.919}, {'text': ""I would say it's on the level like"", 'start': 156.61, 'duration': 4.98}, {'text': ""grizzly so close or so 299 you can't go"", 'start': 158.709, 'duration': 5.431}, {'text': 'wrong what is this number seven and', 'start': 161.59, 'duration': 5.7}, {'text': 'cleanse and care I makeup remover now', 'start': 164.14, 'duration': 5.76}, {'text': 'this product is really really good for', 'start': 167.29, 'duration': 5.34}, {'text': 'the price after you use what I done was', 'start': 169.9, 'duration': 4.65}, {'text': 'I saved my fire pan voucher that you', 'start': 172.63, 'duration': 3.48}, {'text': 'usually get with number seven and I used', 'start': 174.55, 'duration': 3.27}, {'text': 'it with this and it came down to like', 'start': 176.11, 'duration': 4.53}, {'text': ""under five pounds and it's really good"", 'start': 177.82, 'duration': 5.79}, {'text': 'and it has two separate layers to', 'start': 180.64, 'duration': 4.56}, {'text': 'sipalay so this is the oil layer and', 'start': 183.61, 'duration': 3.93}, {'text': ""it's the water-based aleja you just"", 'start': 185.2, 'duration': 4.259}, {'text': 'shake it put on a pad and cleanse your', 'start': 187.54, 'duration': 5.76}, {'text': 'makeup and this is really good the last', 'start': 189.459, 'duration': 5.991}, {'text': ""products are high-end products but I've"", 'start': 193.3, 'duration': 5.58}, {'text': 'have been loving them just as much and', 'start': 195.45, 'duration': 5.95}, {'text': 'so my foundation actually finish this', 'start': 198.88, 'duration': 7.109}, {'text': ""summer you can see absolutely empty I'm"", 'start': 201.4, 'duration': 6.3}, {'text': 'going to save the pump because you have', 'start': 205.989, 'duration': 3.871}, {'text': 'to pay three pounds for another pump if', 'start': 207.7, 'duration': 3.81}, {'text': 'I decide to get another Studio Fix fluid', 'start': 209.86, 'duration': 4.08}, {'text': 'okay now i would recommend this', 'start': 211.51, 'duration': 4.229}, {'text': ""foundation if you're looking for one"", 'start': 213.94, 'duration': 5.549}, {'text': 'full coverage to a matkin matte finish', 'start': 215.739, 'duration': 6.361}, {'text': 'and three if you are willing to spend a', 'start': 219.489, 'duration': 4.081}, {'text': 'good amount of money in your foundation', 'start': 222.1, 'duration': 3.479}, {'text': ""now that's the one product that i would"", 'start': 223.57, 'duration': 5.28}, {'text': 'spend a good amount of money because if', 'start': 225.579, 'duration': 4.861}, {'text': ""your foundation doesn't look nice then"", 'start': 228.85, 'duration': 3.99}, {'text': 'you know looked as well as this now', 'start': 230.44, 'duration': 4.2}, {'text': ""saying that I don't wear foundation"", 'start': 232.84, 'duration': 5.75}, {'text': 'every single day I were only on specific', 'start': 234.64, 'duration': 7.86}, {'text': 'occasions like weddings or parties that', 'start': 238.59, 'duration': 6.399}, {'text': ""the Pacific 1 i've had it for a year now"", 'start': 242.5, 'duration': 5.579}, {'text': ""and i used to do a lot of people's"", 'start': 244.989, 'duration': 7.521}, {'text': ""makeups like my sister's my mom's and my"", 'start': 248.079, 'duration': 6.66}, {'text': ""auntie's they used to ask if they could"", 'start': 252.51, 'duration': 4.12}, {'text': ""use my foundation that's why i think"", 'start': 254.739, 'duration': 3.75}, {'text': ""that's why it finished really quickly as"", 'start': 256.63, 'duration': 4.979}, {'text': 'well so the next product is mercy a', 'start': 258.489, 'duration': 6.24}, {'text': 'fount tinted moisturizer now this if you', 'start': 261.609, 'duration': 4.461}, {'text': 'want something that would', 'start': 264.729, 'duration': 3.831}, {'text': 'actually make your face look really', 'start': 266.07, 'duration': 5.94}, {'text': 'glowy and would give you that glow then', 'start': 268.56, 'duration': 5.52}, {'text': 'definitely check this product out this', 'start': 272.01, 'duration': 6.36}, {'text': 'is in the color nude and I have to say', 'start': 274.08, 'duration': 6.15}, {'text': ""this is the best tinted moisturizer I've"", 'start': 278.37, 'duration': 4.77}, {'text': 'ever used and the logic is the infamous', 'start': 280.23, 'duration': 4.89}, {'text': 'Naked palette that everyone talks about', 'start': 283.14, 'duration': 7.2}, {'text': 'but well worth the money if you are a i', 'start': 285.12, 'duration': 8.22}, {'text': 'shadow girl or if you like a neutral', 'start': 290.34, 'duration': 5.37}, {'text': ""palette or doing a lot of people's"", 'start': 293.34, 'duration': 4.41}, {'text': 'makeup then definitely definitely check', 'start': 295.71, 'duration': 4.89}, {'text': 'this out so i hope you liked my side of', 'start': 297.75, 'duration': 5.22}, {'text': ""it sorry it's so long but I had to just"", 'start': 300.6, 'duration': 4.11}, {'text': 'get my point across that I do love all', 'start': 302.97, 'duration': 3.48}, {'text': 'of these products just as equally and', 'start': 304.71, 'duration': 5.9}, {'text': 'yes thank you for watching bye', 'start': 306.45, 'duration': 4.16}]"
g4eO,WnrOAZ48StI,[2471],
G0eO,,"[0, 1, 826, 2755]",
xfeO,j9WrSCpQy8w,"[3, 4, 10, 13, 54, 97, 278]",
1TeO,jAB2RGNbC68,"[3, 6]",
BHeO,jCJpqqHtl3o,"[0, 161, 312]",
kpeO,jH5UZvx-aM4,[750],
s7eO,jHHNowqorGY,"[4, 9, 10, 13, 2937]",
1OeO,jJlxFreGGmo,"[2, 7, 116, 344, 3666]",
